userId,encoding
31694,"[1185.   883.   271.   236.  1145.   652.     7.5 1142.5  459.5   15.
  236.5   82.   249.   329.   670.   942.   107.    64. ]"
31711,"[ 788.   374.5    5.    24.5  273.5  442.5   31.5 1231.5  112.5    3.
  178.    12.5  146.5  177.   289.5  681.5  223.5   57.5]"
31716,"[ 868.  508.   67.  132. 1075.  585.   22. 1649.  237.   44.  222.   88.
  302.  624.  362.  946.  207.  113.]"
31720,"[ 845.   746.5  311.   390.5 1465.5  482.   384.  2149.   455.    34.
  312.   228.5  337.5  681.   541.   842.5  237.    57. ]"
31734,"[775.5 474.5 140.5 181.  522.  444.    2.  691.5 287.5   5.  434.5  98.
 201.5 182.5 346.  811.5  62.5  30. ]"
31745,"[424.5 473.  207.5 317.  798.  185.5   8.  697.  295.5   2.5 122.5  70.
 154.  472.5 272.  413.5  30.5   3.5]"
31751,"[1219.5 1026.   274.   432.  1440.5  506.    54.  1674.   434.5   19.5
   77.   210.5  249.5  764.5  602.   846.5  310.5   89. ]"
31762,"[1096.   906.5  208.   302.  2191.   776.5  129.  2564.5  435.    94.
  230.5  260.5  407.  1100.5  564.  1051.   272.5  139. ]"
31768,"[ 923.  553.   87.  164. 1098.  328.    3.  786.  244.    6.  389.   46.
  184.  419.  490.  857.   87.   34.]"
31770,"[ 641.5  365.5   82.    54.   574.   515.   184.5 1116.5  195.    27.5
  522.    37.   316.5  200.   435.5  975.5  133.    31.5]"
31776,"[2092.5 1441.5  394.   527.  3932.5 1424.   146.  3839.   818.    67.
  689.   272.5  624.5 1456.5 1278.5 2273.5  309.5  135.5]"
31780,"[ 340.5  266.5   53.    68.5  878.5  418.5   97.5 1064.5  112.    42.5
   89.5   65.   142.5  368.   135.   439.5  117.5   81. ]"
31797,"[918.5 660.   42.5 104.5 789.5 380.    3.5 851.5 214.   25.   39.  143.5
 171.5 499.  335.  644.  184.5 119.5]"
31813,"[631.  639.5 278.  268.5 618.5 255.    7.5 883.5 293.   13.5  98.  149.
 110.  368.5 351.5 391.5 158.   66. ]"
31840,"[528.  432.  251.  244.  854.  255.   48.5 839.5 193.    4.5  25.5  96.
 107.5 394.5 297.  405.5  35.    7. ]"
31859,"[753.  628.  139.  207.5 606.5 158.5  11.  516.  338.5   3.  434.   35.5
 129.5 238.5 838.5 600.   34.    5. ]"
31872,"[ 601.5  602.    43.   131.5 1867.5  933.5  119.5 4117.5  247.5  271.5
  197.5  270.5  470.5 1397.   314.5 1118.5  536.   324. ]"
31887,"[ 386.   373.   146.   252.5 1862.5  517.5   87.  2884.   292.5  104.
  209.5  374.   385.5 1351.5  280.   754.   159.    52. ]"
31889,"[1198.5  608.    81.5   91.5 1057.   975.   363.5 2318.   162.5   53.
  139.5   41.5  382.   533.5  588.  1369.5  163.5   62.5]"
31932,"[430.  368.5 115.5 102.5 479.5 273.5  19.  581.  177.   15.  148.5  38.
 139.5 192.  288.  411.5  38.5  31. ]"
31933,"[ 594.   654.5  284.5  528.5 2957.5  635.   531.  3025.5  476.     6.
  124.5  326.   280.5 1388.   327.   765.5  167.    39.5]"
31975,"[ 846.5  779.5  402.5  384.  1080.5  507.5   38.5 1223.5  380.5   64.5
  171.5  137.5  258.5  441.5  520.5  755.   101.    64. ]"
31983,"[ 262.  275.  140.  239. 1092.  250.   26. 1407.  175.   10.  249.  186.
  140.  681.  144.  464.   45.   22.]"
31987,"[ 643.   548.   173.   321.  1451.   558.   252.5 1976.   284.    29.5
  105.   176.5  269.   711.5  243.   696.5  180.5   50.5]"
31992,"[ 509.   333.    76.   117.5  673.5  630.    87.  2001.   130.5   57.5
   34.    70.5  217.   424.5  143.   662.5  356.5  140.5]"
32063,"[2060.5 1387.   304.5  309.  2685.  1855.5  418.5 6133.   637.5  147.5
  931.   255.   983.  1412.  1327.5 3376.5  683.5  132.5]"
32064,"[1332.5  789.   148.5  274.  2921.5 1181.   166.  3009.5  463.   103.
  678.   176.   475.  1303.5  618.5 1605.   176.5  115. ]"
32067,"[ 744.5  644.    95.   132.   859.   331.5   91.5 1308.5  343.    15.5
   87.5   44.   148.   575.   421.   497.   260.    51. ]"
32107,"[1040.   816.    44.   113.5 1025.5  413.5    0.  1092.5  324.5   61.5
  260.5  107.5  356.5  406.5  643.5  972.   250.5  173.5]"
32154,"[ 902.5  477.5   71.5  121.  1031.5  518.5   15.5  767.5  161.     4.5
  153.    25.5  152.   283.   279.5  769.   123.5   33.5]"
32166,"[ 930.   845.   196.   233.  1505.   684.    76.  2265.5  593.5   55.
  289.   144.   383.5  805.5  686.5  985.   101.    79. ]"
32178,"[801.5 865.5 425.  358.  935.  183.   13.  664.5 462.    0.   76.  123.5
  94.  426.5 636.5 401.5  43.5  23. ]"
32179,"[ 795.5  543.   191.   119.5  922.   557.5   95.5 1551.5  295.5   27.
  149.    57.   254.   439.5  482.5  813.   117.    48. ]"
32204,"[683.5 663.  277.5 244.5 493.  332.5   0.  866.  350.   30.  100.5  72.
 197.5 273.5 488.  424.5 133.   42.5]"
32226,"[949.  548.   64.5  64.5 715.5 484.5  26.  826.5 191.5   7.5  89.   15.5
 160.5 230.5 430.5 663.  100.   23. ]"
32250,"[ 435.   394.    94.    81.   894.5  691.   207.  2664.5  234.    76.5
  112.5   87.5  321.   560.   208.5  670.   297.    71. ]"
32253,"[1184.   708.   474.   189.5 2710.5 1599.5  684.5 6852.   637.   212.
 1303.5  220.   723.5 1383.   445.  2128.5  599.   362.5]"
32259,"[ 671.   548.5  179.   171.5 1270.5  508.5   54.5 2277.5  357.5   94.
  138.   110.5  298.  1046.   401.   706.5  185.5   23. ]"
32267,"[ 235.   291.   154.   174.5  556.5  148.   130.  1006.5  191.5    6.5
   42.    99.5  103.5  603.   114.   214.5   63.     5. ]"
32290,"[ 671.5  612.   200.   332.  1372.5  389.5    4.5 1106.5  464.     9.5
  342.5  240.5  209.5  573.   440.5  739.5   83.5   53.5]"
32292,"[484.  390.5 172.  129.  478.5 168.    0.  360.5 222.    3.  332.   31.5
 157.5 130.5 383.  470.   29.5   7. ]"
32301,"[ 650.   632.5  222.   283.   935.   338.    20.  1102.   336.5   29.5
  199.   230.   158.   490.5  499.5  530.   143.5   76. ]"
32314,"[840.  735.5 284.  281.  524.  216.    9.5 563.5 358.    0.   82.   95.5
 118.  287.5 511.  512.5  78.   23. ]"
32320,"[1313.5  840.   220.5  306.5 1793.   660.5   24.5 1378.5  400.    16.5
  219.5  125.   270.5  635.   581.5  963.   171.5   79.5]"
32325,"[445.  342.5  55.5  65.5 719.  233.5   7.5 505.5 161.5   6.5 254.   34.
 125.5 204.5 350.  458.5  60.   18. ]"
32333,"[767. 391.  37.  70. 859. 372.  25. 751. 161.  19. 153.  27. 108. 284.
 396. 586. 106.  45.]"
32340,"[ 379.5  252.    54.    62.   716.5  442.5   94.5 1144.5  115.    45.
  138.5   24.   202.5  317.5  199.   604.    73.5   42. ]"
32341,"[ 669.   608.5  275.5  214.   755.   363.5   30.  1068.   294.5   15.
   62.    86.   192.   365.   429.5  529.5  118.5   32. ]"
32349,"[1996.5 1034.5  336.   219.  2998.  1686.5  228.5 3973.5  571.5  152.5
 1192.   258.   845.5 1166.5  950.5 2234.   363.5  195.5]"
32359,"[ 570.   505.   150.   352.5 1840.5  547.5   25.5 1696.5  330.5   41.5
  277.   219.   386.5  830.5  281.5  870.   136.    69.5]"
32368,"[ 322.   524.5  361.   370.5  919.   248.5   25.5 1584.5  383.    24.
   51.   188.5  157.5  813.5  265.   327.    71.    11.5]"
32398,"[ 621.   567.5  247.5  304.5 1223.   416.5  112.5 1776.   369.5   11.5
  182.5  244.   273.   829.5  366.   778.5  153.5   16.5]"
32409,"[ 410.  374.   54.  142.  756.  190.    3. 1039.  201.    6.   73.  102.
  122.  527.  219.  358.  125.   43.]"
32431,"[ 960.   727.   130.   170.5  761.   747.5   13.5 2789.5  400.5  119.5
 1036.   132.   749.   700.5  963.  1829.   197.5   77. ]"
32452,"[1192.   976.   347.   346.   813.5  507.5   54.5 1103.5  378.    12.5
   64.    62.   199.   264.5  653.5  838.5  111.5   35. ]"
32456,"[ 794.   719.5  125.5  239.  2169.5  857.   139.5 3336.5  370.5   93.5
  300.5  237.5  446.  1112.5  309.  1139.   377.5  138. ]"
32462,"[1924.  1161.5  314.5  484.  2767.  1337.5   73.  3052.   624.    96.
  921.5  256.5  632.  1026.5  893.  2220.5  288.5  216.5]"
32531,"[ 753.   459.5   88.   268.  1113.   254.    35.5  367.5  222.5    0.
   24.   107.    50.5  348.5  255.   281.5   36.     6. ]"
32546,"[751.  507.5 136.5 149.5 915.  399.5  24.5 642.5 317.5  17.  314.5 111.
 176.  196.  462.5 633.5  67.5  34.5]"
32550,"[1258.   878.5  143.   208.5 1008.   637.    38.5 1310.   343.    29.5
  139.    90.   241.   446.5  600.5  881.   238.   101.5]"
32562,"[949.5 533.5 115.   86.  706.  531.   19.5 928.5 206.5  17.  354.5  45.5
 291.5 221.  689.5 990.5 107.   38. ]"
32563,"[ 606.   421.    96.5  157.  1113.   497.5   62.5 1108.   264.    24.
  277.5   67.   225.   314.   387.5  723.   113.    35. ]"
32571,"[817.  659.5 150.  282.5 758.  295.    6.5 525.5 367.5  18.  249.5 108.5
 148.5 269.  438.  662.   53.5  31.5]"
32579,"[ 705.  628.  139.  298. 2100.  750.   29. 2346.  344.   75.  316.  141.
  329.  897.  348.  831.  168.   96.]"
32589,"[ 848.   577.   136.   267.  1329.5  554.    28.5 1021.   266.    12.
  160.    68.5  213.5  413.5  334.   802.    89.5   57.5]"
32604,"[1074.   727.5  227.5  218.5  656.   481.    15.   955.5  277.    15.
   92.5   59.   189.   277.   422.   801.5  108.    25. ]"
32624,"[421.  653.  332.  332.  742.5 171.5  19.  878.  485.5  24.5 258.  146.5
 195.  420.5 385.  497.5  45.5  12.5]"
32628,"[ 465.   291.5   54.5   62.5  852.5  583.    21.  1577.5  241.5   38.5
  192.    73.5  298.   505.5  256.   747.5  118.    31.5]"
32630,"[505.5 415.5 114.5 192.  517.5 161.    0.  477.  271.   14.  540.   70.
 127.  172.5 522.  381.   36.   16. ]"
32632,"[1032.   697.5  182.5  143.   665.   379.5    4.   863.   297.5   11.5
  199.    48.   193.   308.5  649.5  746.5  119.5   29.5]"
32639,"[ 449.   185.    29.5   49.   524.   370.5   14.  1284.    91.     9.5
  120.5   28.5  213.   403.   230.   808.    82.5   21. ]"
32682,"[400.  334.5  71.  151.5 709.5 232.   10.  774.5 227.    1.5 246.5  70.5
 133.5 405.  188.5 509.5  53.5  23.5]"
32683,"[ 481.5  388.    61.5  118.5  736.5  372.5   16.5 1134.5  273.5   18.
  141.5   99.   265.   447.   362.   633.5  102.5   31. ]"
32710,"[ 378.5  377.    61.   139.5 1347.   225.5   40.   956.   168.5    7.
   99.    94.5  116.   584.   190.5  327.    88.5   42. ]"
32743,"[1030.   725.5  182.   222.5 1007.   563.5   11.  1565.5  405.5   23.
  345.    72.   378.   618.   755.5 1185.   114.    24.5]"
32746,"[ 756.   505.5  188.   238.  1858.5  749.5  182.5 1521.   274.5   84.
  301.   163.   300.5  553.5  375.   901.5  129.    51.5]"
32753,"[ 442.   253.     4.5   30.   552.   583.5  224.5 1886.5   86.    44.
  744.5    4.5  367.   203.   212.5 1047.   149.5   13.5]"
32755,"[1199.   740.   318.   315.5 1193.5  837.    11.  1736.   455.5   10.5
  413.5   82.   408.5  656.   591.  1440.   126.    77. ]"
32756,"[363.5 291.5 138.  176.5 793.5 318.5  14.5 928.5 179.5   7.  108.5  90.
 132.  484.  185.5 459.5  62.5  17.5]"
32762,"[1900.5 1449.5  595.5  529.5 2607.  1235.5  207.5 4753.5  972.5  109.
 1586.5  295.   755.5 1458.5 1253.  2345.   519.   170.5]"
32764,"[308.5 383.  168.5 320.5 803.  163.   23.  828.  227.5   8.   75.  268.
  63.  491.  287.5 180.   75.5  35.5]"
32774,"[ 416.   306.   103.5  152.5 1176.5  373.    13.5 1016.   195.5    0.
  170.5   53.5  171.5  576.5  161.5  600.    51.    25. ]"
32778,"[1371.  1224.   474.   573.5 4308.  1976.   280.5 7277.5  711.   265.
 1243.5  403.5 1140.  2333.   785.  2908.5  462.   236. ]"
32780,"[7.895e+02 6.210e+02 2.370e+02 2.285e+02 9.705e+02 3.260e+02 3.300e+01
 7.600e+02 2.510e+02 5.000e-01 5.050e+01 8.500e+01 6.200e+01 4.410e+02
 3.545e+02 4.070e+02 6.100e+01 2.550e+01]"
32790,"[ 448.   501.    51.   132.  1052.5  196.5    3.5  891.5  225.    11.5
    7.   189.5  111.   820.   251.5  285.5  128.5   31.5]"
32804,"[341.5 189.5  16.   36.  823.5 311.5   8.5 685.   83.5  14.5  16.5  16.5
  87.5 288.  115.  289.  106.   14. ]"
32808,"[1368.5  987.5  226.   317.  1343.   616.    28.5 1846.   452.5   38.
  251.   213.   305.5  639.5  772.  1041.   241.   106. ]"
32810,"[ 438.5  353.    12.    32.5  844.5  367.    36.5 2429.   147.    91.5
  237.   128.5  269.5  711.5  325.5  658.   364.5  109.5]"
32821,"[ 505.   191.5   17.     3.   459.   505.5   59.  1028.    55.5   19.5
  655.5    9.   258.   153.   259.5 1028.   104.    25.5]"
32845,"[ 322.5  165.5   42.    30.5  512.   424.    68.5 1061.5   91.    12.
  191.5   25.   242.   323.   164.   625.    63.5   34. ]"
32849,"[ 186.5  186.    25.    29.   515.5  355.5   66.  1447.5  128.   122.5
  114.5   86.5  168.   381.   118.5  340.5  209.    61.5]"
32851,"[ 320.   282.    74.    73.5  521.5  385.     7.5 1238.   161.    96.
  124.    41.5  219.5  522.5  167.   490.5  140.    87.5]"
32855,"[1009.   665.   143.   220.5 2487.   993.5  255.  4182.   418.5   47.5
  345.   138.   493.  1450.   470.5 1443.5  286.   104. ]"
32865,"[764.5 493.   62.5  85.5 461.  339.5   8.5 667.5 221.5   7.5 230.5   9.5
 229.5 182.  386.5 777.   49.    9. ]"
32878,"[ 553.   521.5  172.5  260.5 1161.   366.5   63.  1347.   275.5   18.
  103.   178.5  181.   799.   288.   555.5   92.5   39. ]"
32886,"[1286.   765.    46.   137.5  949.5  856.5   29.  2447.   376.5  145.5
  287.    93.   500.   714.   550.  1463.   540.5  122.5]"
32891,"[ 875.   509.   101.5  127.   881.5  554.5   20.  1164.5  220.    47.
  333.5   78.5  188.5  402.5  299.5  816.5  109.   135. ]"
32922,"[1785.5 1056.5  179.   133.   745.   891.   200.  2465.5  284.    34.
  302.    42.   402.5  411.   889.  1669.   478.5  181.5]"
32958,"[ 595.5  507.5  205.   272.5 1015.5  551.5   44.  1389.   254.5   63.
  310.   151.   225.   429.5  419.   683.5  147.    45. ]"
32966,"[903.5 561.   37.5  67.  587.5 323.5   4.  665.  233.5   3.5 280.   13.5
 186.5 299.  429.  777.   76.   35.5]"
32971,"[ 910.   608.5  110.   195.5  799.   483.5    5.  1147.   335.     6.
   95.5   82.   134.   478.   463.   784.5  148.5   31. ]"
33013,"[ 432.5  325.5   87.5  128.  1091.   403.5   59.  1139.   140.    30.5
   24.5   54.   139.5  485.   169.5  389.5  201.    21.5]"
33041,"[ 404.   369.    80.5  136.5 1126.5  265.5   32.5  899.   223.5    5.
  566.5   75.   166.   389.5  317.5  620.5   49.5   12.5]"
33047,"[1028.  689.  115.  213. 1243.  683.   45. 1671.  360.   62.  627.  109.
  302.  509.  571. 1142.  142.  112.]"
33048,"[ 838.   621.5  171.5  182.5  817.5  622.5   86.  2062.5  289.5   71.
  338.5   93.5  243.5  384.   444.   836.   328.5  163. ]"
33126,"[ 990.5 1037.   346.5  675.  1906.5  311.   108.  1283.   582.     2.5
  151.   256.   166.   725.5  777.   571.5  175.5   41. ]"
33130,"[779. 628. 226. 324. 578. 272.   3. 585. 308.   6. 121. 202.  92. 300.
 400. 510.  74.  34.]"
33138,"[ 512.   520.5  114.5  188.5 1516.5  465.5   39.  1570.   240.    35.
  173.   209.   329.5  900.   322.   739.5  127.5   29. ]"
33180,"[ 450.   511.   175.5  176.   612.   300.5   37.  1491.   306.    26.5
  111.5  103.   244.   647.   356.5  551.5  107.    23. ]"
33188,"[443.  291.   48.   73.5 808.5 307.  157.  740.5 125.5  11.5  44.   69.
  78.  216.5 148.5 313.5 161.   54.5]"
33197,"[475.5 505.  201.5 256.5 631.5 173.  139.  794.  354.5   0.  310.   65.5
 180.  320.5 449.5 609.5  37.5   6.5]"
33198,"[ 906.   593.    83.5  130.5  671.   615.    18.5 1440.   286.    84.
  217.5   49.   301.5  338.   532.5  810.   155.5   85. ]"
33240,"[ 566.   465.5   96.5  169.5 1108.5  362.    38.5  887.5  223.5   39.5
  201.   118.5  108.5  413.5  362.5  435.5  129.5   44.5]"
33249,"[2036.5 1177.   227.5  317.5  825.   611.5   49.5  960.5  508.     7.
  281.    26.   227.   236.   925.  1339.   132.5   74. ]"
33269,"[1382.   915.   259.5  315.  1845.   673.    39.  1193.   498.5   30.5
  458.   217.5  308.   451.   775.5 1128.   132.5   53. ]"
33275,"[ 328.  307.   79.  146. 1146.  365.   13. 1583.  209.  112.  109.  206.
  173.  708.  177.  413.  215.   90.]"
33291,"[ 428.5  436.   209.5  309.5  884.   694.5   10.  1459.5  214.5  162.
  305.5  106.   356.   326.5  237.5  825.5  120.    64.5]"
33294,"[1014.5  779.5  202.   157.5 1458.  1097.   218.  3313.5  453.   150.
  432.5  112.   562.   757.5  664.  1325.5  305.   148. ]"
33321,"[360.  357.   97.  184.5 707.5 175.   15.  606.  210.5   6.5 102.5  96.5
 106.  353.5 213.  281.5  42.   15.5]"
33328,"[ 556.   399.    68.    69.5  567.   481.   232.5 1267.   144.    36.
  130.5   43.   176.5  316.5  272.   652.5  151.5   73.5]"
33333,"[1386.5  833.5  176.   245.  1167.5  582.     0.  1371.5  353.5    7.
   97.    75.   193.   396.   574.5  991.5  125.    24.5]"
33357,"[1059.   756.5  181.5  229.5 1681.   682.5   85.  1522.   341.5  112.
  236.   173.5  269.   594.5  476.   848.   173.   132. ]"
33358,"[608. 416.  25.  74. 420. 315.   0. 647. 169.  22. 279.  41. 178. 315.
 356. 680. 123.  92.]"
33374,"[1229.5  705.   144.   179.  1413.   971.    52.  2211.5  368.5   56.
  291.5  120.5  439.5  758.   568.  1358.5  245.5   82. ]"
33382,"[ 849.5  633.   163.5  166.   714.   386.5   14.  1124.   324.5    5.
  459.    56.5  285.5  414.   616.   951.5   91.5   54.5]"
33389,"[307. 260.  68. 125. 516. 323.  10. 776. 119.  47. 332.  98. 170. 185.
 163. 462. 130.  66.]"
33391,"[ 955.  757.  262.  429.  997.  451.   14. 1006.  353.   55.  435.  181.
  255.  326.  538.  879.  135.   81.]"
33402,"[ 428.   460.   318.   362.   997.   398.    13.  1419.   471.5    9.5
  150.5   97.5  205.   462.5  320.5  507.5   64.    11.5]"
33418,"[ 597.5  378.5   87.5  146.  1026.   266.5   18.5  788.   264.5    0.
  126.    65.    89.   622.5  255.5  391.5   96.     2. ]"
33427,"[ 608.5  512.   116.   178.5 1217.   409.    36.  1664.5  346.    35.5
  393.    88.5  246.5  480.   494.   693.   127.    41.5]"
33515,"[864.  652.5 243.  214.  862.  338.5   3.  617.5 281.5   5.  107.5  54.
 143.5 318.  429.5 576.5  59.   12. ]"
33523,"[ 878.   725.5  274.5  260.  1305.   885.5  156.5 3038.   471.5   68.5
  415.   209.   500.5 1027.5  466.  1357.   337.    67.5]"
33565,"[ 441.   505.5  254.5  317.  1036.5  311.     0.  1109.5  359.5   24.
  152.   152.5  260.5  690.   347.   504.    69.5   26. ]"
33570,"[ 742.   624.5  184.   178.   579.   474.5   19.  1044.5  227.5   36.5
   91.5   48.   246.5  307.5  330.   716.   170.5   61. ]"
33574,"[577.5 441.5 125.  154.5 584.5 330.   72.5 884.  215.    9.  161.   77.5
 145.  232.  347.5 523.5 100.   42.5]"
33595,"[2038.  1118.5  152.   211.5  904.   729.5   73.  1587.5  680.5   11.
  246.    60.   285.   446.   736.5 1341.5  136.   129.5]"
33609,"[259. 268.  54.  96. 401. 213.  20. 993. 107.  55.  84.  76. 155. 491.
  99. 354. 126.  58.]"
33610,"[ 494.   362.    51.5   43.5  683.   346.   135.  1173.5  198.    51.5
  260.    30.   269.5  299.   436.   697.5   77.    36.5]"
33619,"[ 616.5  335.5   48.    41.5  963.5  526.    77.  1247.   146.5   14.5
  205.5   32.   226.5  358.5  290.5  743.5   74.5   26.5]"
33675,"[ 467.5  580.   197.5  277.  1043.   184.5   16.   667.   362.5   12.5
   94.5  218.   109.5  585.   464.   345.    30.5   22. ]"
33678,"[1338.   915.   297.   385.  1940.   675.5   53.  1407.   569.5   17.5
  645.5  166.5  225.5  403.5  573.  1028.   160.   112. ]"
33681,"[416.5 651.5 514.5 602.5 676.   83.5  15.5 256.  582.5   0.  411.5 182.5
 160.5 162.  350.  343.    3.   17. ]"
33685,"[ 362.5  414.   220.5  387.5 1365.5  419.5   66.5 1903.5  299.    90.
  183.5  228.5  247.   777.5  186.5  591.    88.    25. ]"
33697,"[ 271.  212.   71.   93.  811.  364.  119. 1085.  107.   49.  104.   78.
  150.  403.  177.  364.   90.   31.]"
33731,"[624.  667.5 273.  281.  746.5 113.5   0.  766.5 475.5   5.   90.   83.
  74.5 845.5 395.5 264.5  62.   24.5]"
33793,"[ 987.5  636.5  144.   273.  1651.   675.5   30.  2236.5  324.5   17.5
  413.5  164.5  345.5 1112.   453.5 1207.5  143.    70. ]"
33799,"[ 701.5  573.5  190.5  340.5 1087.5  346.    41.5  728.5  310.5    4.
  287.5  143.5  134.   315.5  385.5  602.5  108.5   17.5]"
33806,"[1157.   495.   142.5  159.  1169.5  793.5   36.  1086.5  196.    23.
  879.    16.5  509.   432.5  464.5 1688.5   54.5   12.5]"
33807,"[424.5 481.  322.  348.5 493.  190.   30.  566.  326.    5.   98.  177.
 113.5 272.5 238.  335.   46.    9.5]"
33817,"[1532.   726.    28.5   54.5  527.5  796.    17.  1512.5  173.5   41.
  232.5   30.5  302.5  298.5  490.5 1264.5  445.5  141. ]"
33832,"[ 398.5  207.    41.    43.   444.5  519.    14.  1290.   106.5   20.5
   95.5   14.   190.   436.   202.5  654.    86.    23.5]"
33844,"[ 2970.   1609.5   246.5   463.   5812.   3483.5   305.  12163.5   845.
   292.   2345.5   374.5  1735.   3043.   1233.5  6159.5  1002.5   562. ]"
33940,"[929.  655.5 192.5 174.  672.5 397.5   9.  615.  281.5  21.5 219.5  65.
 185.  172.5 524.  631.5 102.   54.5]"
33949,"[ 333.   275.5   77.    83.5  612.5  436.5   37.  1215.   118.    53.
   84.5   95.   213.5  311.5  140.   473.5  140.    70.5]"
33956,"[ 669.   696.5  414.5  555.5 1241.5  381.    35.5 1042.5  471.     2.
  118.5  185.5  214.5  637.   321.   598.5   48.5   11. ]"
33970,"[ 829.5  715.5  247.5  260.   916.5  416.    19.5 1026.   350.5   14.5
  146.5   99.   163.   397.5  469.   587.   139.5   42.5]"
34020,"[616.  356.5  87.5  61.  266.5 295.    3.5 581.5 119.5   8.  176.5  19.5
 182.  107.5 422.  678.   67.    6.5]"
34047,"[1003.5  628.    91.    75.  1270.5  879.5  173.  2659.   210.5   42.
  277.    45.5  290.   628.   481.  1158.5  180.5   71.5]"
34049,"[555. 461. 119. 162. 716. 329.  24. 951. 173.  24. 168.  87. 142. 387.
 276. 501. 152.  55.]"
34071,"[ 578.5  390.    43.    58.   582.5  430.    90.5 1080.   106.5   15.5
   87.    33.   167.5  299.   312.   571.   141.    60.5]"
34072,"[434.  425.  258.  238.  571.  319.5  51.  765.  313.5  36.  233.5  75.5
 196.5 168.  330.5 505.5  74.5  30. ]"
34105,"[ 703.  559.  238.  443. 1274.  355.    5.  780.  373.   10.  164.  162.
   90.  343.  389.  531.   58.   44.]"
34127,"[ 368.5  333.5  109.5   77.5  744.5  432.5   12.  1345.5  203.    29.5
  200.    14.   265.   325.   317.   561.5  110.    50. ]"
34146,"[1392.5  860.5   61.5  132.  1861.  1117.5   54.5 2897.   358.5  194.5
  706.5  106.5  586.5  910.   940.  1563.   290.5  214.5]"
34147,"[ 447.5  364.   132.   118.  1017.5  291.     8.   637.5  145.5    5.5
  157.    39.5  134.   275.5  217.5  434.    85.5   28. ]"
34164,"[1.5750e+03 7.0050e+02 3.5000e+00 5.7500e+01 1.3635e+03 1.3385e+03
 1.9500e+01 3.9745e+03 2.4250e+02 5.0000e+01 4.3700e+02 4.8500e+01
 6.3200e+02 1.1035e+03 9.0750e+02 2.2485e+03 3.6100e+02 1.0000e+02]"
34166,"[5.8200e+02 3.5500e+02 8.2500e+01 1.0400e+02 1.0845e+03 2.7850e+02
 5.0000e-01 1.0550e+03 1.6600e+02 1.4000e+01 5.9000e+01 8.0500e+01
 1.3750e+02 9.4750e+02 3.3550e+02 5.6850e+02 4.0500e+01 1.4000e+01]"
34183,"[250. 254. 138. 154. 610. 216.  60. 961. 162.  11. 105.  93. 109. 303.
 146. 350.  49.  21.]"
34187,"[461.5 416.5 256.  206.  615.  153.   31.  501.5 225.5  16.  254.   92.5
  98.  193.  290.  190.   82.5  56.5]"
34217,"[2117.5 1150.   373.   402.5 1956.  1266.5   37.  2795.5  615.5   64.5
  950.   214.   628.5 1130.5  992.5 2283.   268.5  121. ]"
34220,"[1316.5  830.5  162.   208.   946.   670.     0.  1684.5  383.    30.
  335.    77.   344.5  620.5  685.5 1280.5  234.    70.5]"
34225,"[1807.  1162.   342.   203.5 1098.5 1018.5  147.  2395.5  390.    19.5
  668.    24.   532.5  482.  1042.5 1865.5  392.5  131. ]"
34230,"[1006.5  859.   232.   391.5 1373.5  545.5    0.  1511.5  569.5    5.
  197.5  192.5  310.   814.   453.   906.5  169.    88.5]"
34236,"[770.  517.  124.  114.  412.  369.    0.  992.5 248.5  17.5 103.5  28.5
 223.5 316.  416.  717.  120.   56.5]"
34243,"[ 171.5  165.5   43.    82.5 1183.   381.5   79.  1670.   112.5   81.
   62.   151.   231.   914.    89.   391.5  136.5   50.5]"
34257,"[ 496.   431.   174.5  163.5 1002.   453.   204.5 1529.5  301.   134.5
  183.   187.   225.   641.   264.5  528.5  134.    40.5]"
34259,"[397. 505. 193. 270. 921. 184.  56. 690. 375.  10. 238. 191. 116. 226.
 506. 303.  84.  55.]"
34274,"[ 150.   152.5   54.    56.   321.   178.    11.   524.5  274.    64.
 1429.    59.   293.5  140.   593.5  490.5   33.    11. ]"
34290,"[ 782.5  593.   124.   146.5 1580.   856.   102.5 2460.   319.    70.
  268.5  133.5  405.   794.5  445.5 1103.   200.5   52.5]"
34315,"[1040.5  711.5  334.5  209.5  893.5  620.    87.5 1648.   477.    36.
  351.    83.5  413.   381.5  805.  1151.5  129.    41. ]"
34322,"[ 595.  467.  171.  225. 1088.  344.   20.  833.  245.   19.  127.  137.
  135.  388.  314.  489.   86.   83.]"
34334,"[1795.5  703.5  119.5   74.5 1966.   818.5   69.  1575.   625.    40.
 1272.    48.   533.   413.5 1280.5 1768.   136.   127. ]"
34345,"[545.5 595.  264.5 298.  746.5 175.    1.  711.5 362.5   9.  130.5 127.
 124.  359.5 354.5 373.   69.   26. ]"
34365,"[1131.5  938.   247.   402.5 1417.5  555.5   23.5 1617.   615.5   21.5
  338.5  159.5  249.   618.5  671.   966.   199.   103. ]"
34368,"[474. 384.  95. 120. 621. 246.  16. 767. 245.  18. 157.  60. 168. 278.
 403. 436.  84.  32.]"
34370,"[ 336.  235.   17.   41.  847.  410.   15. 1253.   94.   85.   44.   41.
  225.  486.  143.  489.  136.   51.]"
34383,"[ 391.5  493.   228.5  270.  1030.   231.5   19.   766.5  338.5   25.5
  149.5  156.5  145.5  394.5  396.   343.5   45.5   30. ]"
34402,"[ 808.  1014.   600.5  667.   755.5  137.    20.   541.5  631.     4.
   55.   145.   115.5  387.5  573.   343.5   55.5   23.5]"
